cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
N-(7H-purin-6-yl)acetamide,1,2,C7H7N5O,748208,209,177.163,13,N6-Acetyladenine,83.6,ZURGFCUYILNMNA-UHFFFAOYSA-N,4,-0.2
"3,5,7,8-tetrahydroimidazo[2,1-b]purin-4-one",0,2,C7H7N5O,5486859,289,177.163,13,126854-10-2,73.4,SQOABKWCLWEBHA-UHFFFAOYSA-N,3,0
"1,4,6,7-tetrahydroimidazo[1,2-a]purin-9-one",0,2,C7H7N5O,54567799,289,177.163,13,SCHEMBL10806222,73.4,ZVBVDXHFRSBLJG-UHFFFAOYSA-N,3,0
N-(7H-purin-2-yl)acetamide,1,2,C7H7N5O,907332,209,177.163,13,6034-68-0,83.6,SWGWWQGIWGGJBL-UHFFFAOYSA-N,4,0
"5a-amino-3,5-dihydroazeto[2,1-b]purin-4-one",0,3,C7H7N5O,89462670,303,177.163,13,SCHEMBL14809486,87,YXGLBGXBCITCMG-UHFFFAOYSA-N,4,-0.001
,0,3,C7H7N5O,89462887,303,177.163,13,SCHEMBL14809763,87,XJBBPMDZCHZDEQ-UHFFFAOYSA-N,4,0
"3,5,5a,6-tetrahydroimidazo[2,1-b]purin-4-one",0,3,C7H7N5O,69218930,278,177.163,13,SCHEMBL4856150,73,IAHLMPAYDOABMB-UHFFFAOYSA-N,4,0
"1,4-dihydroimidazo[4,5-b]pyridin-7-ylidene(nitroso)methanamine",0,3,C7H7N5O,92045262,285,177.163,13,ZINC44550836,96.2,BFVSZRBCTOMKGW-UHFFFAOYSA-N,5,0
2-(7H-purin-6-ylamino)acetaldehyde,3,2,C7H7N5O,91542188,188,177.163,13,,83.6,TWVKMTMGAMTVEN-UHFFFAOYSA-N,5,0.1
"7,8-dihydro-[1,3]oxazolo[2,3-f]purin-5-amine",0,1,C7H7N5O,71440197,213,177.163,13,CTK9A2922,78.8,STZILHOXIDUHLE-UHFFFAOYSA-N,5,0
5-amino-6-(1H-imidazol-5-yl)-1H-pyrimidin-2-one,1,3,C7H7N5O,82410573,295,177.163,13,AKOS022708875,96.2,RODIEAIBECVLIH-UHFFFAOYSA-N,3,-0.001
"N'-hydroxy-1H-imidazo[4,5-b]pyridine-6-carboximidamide",1,3,C7H7N5O,59214165,219,177.163,13,952511-27-2,100,WEQIFITZIPKUPB-UHFFFAOYSA-N,4,0
"1H-azirine;3,7-dihydropurin-6-one",0,3,C7H7N5O,69475277,216,177.163,13,SCHEMBL5523929,92.1,KDVRBLRRPXMCMK-UHFFFAOYSA-N,3,
"1H-imidazo[4,5-b]pyridine-7-carbohydrazide",1,3,C7H7N5O,55281716,209,177.163,13,ZINC44550666,96.7,SXRMVVBGJGAVRO-UHFFFAOYSA-N,4,0
2-(7H-purin-6-yl)acetamide,2,2,C7H7N5O,5950678,209,177.163,13,2228-05-9,97.6,WZDKYDVFESCEMG-UHFFFAOYSA-N,4,-0.001
1-(6-amino-7H-purin-2-yl)ethanone,1,2,C7H7N5O,18923000,221,177.163,13,SCHEMBL3630345,97.6,PELNZCJXLHNONW-UHFFFAOYSA-N,5,-0.5
2-(7H-purin-2-yl)acetamide,2,2,C7H7N5O,21471115,209,177.163,13,,97.6,QIXQUODGRNOCOT-UHFFFAOYSA-N,4,-0.001
2-amino-5-(1H-imidazol-5-yl)-1H-pyrimidin-6-one,1,3,C7H7N5O,45120855,295,177.163,13,840529-35-3,96.2,QMPIYECGMXCGBC-UHFFFAOYSA-N,3,-0.001
2-amino-6-(1H-imidazol-5-yl)-1H-pyrimidin-4-one,1,3,C7H7N5O,45120856,295,177.163,13,ZINC45821008,96.2,PYWZZXOOVOCFPZ-UHFFFAOYSA-N,2,-0.001
"N'-hydroxy-1H-imidazo[4,5-b]pyridine-6-carboximidamide",1,3,C7H7N5O,45120570,219,177.163,13,AKOS023624635,100,WEQIFITZIPKUPB-UHFFFAOYSA-N,4,0
"N'-hydroxy-1H-imidazo[4,5-b]pyridine-6-carboximidamide",1,3,C7H7N5O,72532725,219,177.163,13,"3h-imidazo[4,5-b]pyridine-6-carboximidamide,n-hydroxy-",100,WEQIFITZIPKUPB-UHFFFAOYSA-N,4,0
2-(6-aminopurin-1-yl)acetaldehyde,2,1,C7H7N5O,22592663,199,177.163,13,,86.7,ZJRFKYAGGAAWIH-UHFFFAOYSA-N,5,0
"3,5,5a,8-tetrahydroimidazo[2,1-b]purin-4-one",0,2,C7H7N5O,54060182,278,177.163,13,,73.4,LZDGELYZHYEPSI-UHFFFAOYSA-N,4,0
N-methyl-7H-purine-6-carboxamide,1,2,C7H7N5O,23422295,209,177.163,13,SCHEMBL15661292,83.6,YMXDJOFKHVZJCO-UHFFFAOYSA-N,4,-0.1
2-methyl-7H-purine-6-carboxamide,1,2,C7H7N5O,14892857,221,177.163,13,SCHEMBL15271025,97.6,SHLAGYDGHXKCFD-UHFFFAOYSA-N,4,0
"imidazo[4,5-e][1,3]diazepine-4,6,8-triamine",0,3,C6H7N7,1477786,168,177.166,13,"imidazo[4,5-e][1,3]diazepine-4,6,8-triamine",130,BWAJGJXREQUCPU-UHFFFAOYSA-N,7,-0.001
N'-amino-7H-purine-6-carboximidamide,1,3,C6H7N7,24972888,215,177.166,13,9H-purine-6-carboximidohydrazide,119,SLOONKAUXZHPQG-UHFFFAOYSA-N,5,-0.6
"6-(1H-imidazol-5-yl)-1,3,5-triazine-2,4-diamine",1,3,C6H7N7,67017219,164,177.166,13,"1,3,5-Triazine-2,4-diamine, 6-(1H-imidazol-4-yl)-",119,DBYRIIZSWGIOTF-UHFFFAOYSA-N,6,0
2-(7H-purin-6-yl)guanidine,1,3,C6H7N7,10058060,211,177.166,13,"Guanidine,1H-purin-6-yl-",119,WDNNRYVUSSAUPC-UHFFFAOYSA-N,4,-0.9
N'-amino-7H-purine-6-carboximidamide,1,3,C6H7N7,23422294,215,177.166,13,AKOS022505280,119,SLOONKAUXZHPQG-UHFFFAOYSA-N,5,-0.6
N'-amino-7H-purine-6-carboximidamide,1,3,C6H7N7,74050937,215,177.166,13,ZINC62718851,119,SLOONKAUXZHPQG-UHFFFAOYSA-N,5,-0.6
5-(2-fluorophenyl)-1H-imidazol-4-amine,1,2,C9H8FN3,82468186,176,177.178,13,AKOS022769725,54.7,WMQYGULGOYVZKL-UHFFFAOYSA-N,3,0.001
5-(3-fluorophenyl)-1H-imidazol-4-amine,1,2,C9H8FN3,83635947,176,177.178,13,AKOS023362990,54.7,PJEBIHRGJOYALK-UHFFFAOYSA-N,3,0.001
5-(4-fluorophenyl)-1H-imidazol-4-amine,1,2,C9H8FN3,82468187,168,177.178,13,AKOS022769727,54.7,VJDLQHUCZQJQAK-UHFFFAOYSA-N,3,0.001
(5R)-5-(1H-imidazol-5-yl)-3-oxocyclohexen-1-olate,1,1,C9H9N2O2-,51980182,234,177.179,13,ZINC40448140,68.8,YZEMUBHZVXGKGC-ZCFIWIBFSA-M,3,0
N-methoxy-1H-imidazole-5-sulfonamide,3,2,C4H7N3O3S,64973862,209,177.181,11,AKOS014304053,92.5,CBSIUDGLKKUHGX-UHFFFAOYSA-N,5,0
7H-purin-6-yl thiocyanate,1,1,C6H3N5S,96185,211,177.186,12,"Thiocyanic acid, 1H-purin-6-yl ester",104,GBTKKUANKIRQOM-UHFFFAOYSA-N,5,1.2
"4-(1H-imidazol-5-ylmethyl)-2,5-dimethyl-1,3-oxazole",2,1,C9H11N3O,44364926,176,177.203,13,CHEMBL148827,54.7,WKCFWEAAAPMYES-UHFFFAOYSA-N,3,0.001
(1S)-2-amino-1-(3H-benzimidazol-5-yl)ethanol,2,3,C9H11N3O,70595980,176,177.203,13,SCHEMBL11490380,74.9,UNDGAKPWUFDSGV-SECBINFHSA-N,3,0
"6-propyl-1,5-dihydroimidazo[4,5-c]pyridin-4-one",2,2,C9H11N3O,92045282,249,177.203,13,ZINC89203224,57.8,ZLVLORNMVPDYSE-UHFFFAOYSA-N,2,0.001
"5-(2,2-dimethylpropanoyl)-1H-imidazole-4-carbonitrile",2,1,C9H11N3O,9989785,258,177.203,13,,69.5,RKMIUGBPBUKYPU-UHFFFAOYSA-N,3,0.001
O-[2-(3H-benzimidazol-5-yl)ethyl]hydroxylamine,3,2,C9H11N3O,83695856,165,177.203,13,AKOS023429773,63.9,DJBXNKKZPKDTLG-UHFFFAOYSA-N,3,0.7
5-(oxan-4-yl)-1H-imidazole-4-carbonitrile,1,1,C9H11N3O,84109772,216,177.203,13,AKOS023879772,61.7,QATHWFBWWTYHJZ-UHFFFAOYSA-N,3,0
[4-(5-methylfuran-2-yl)-1H-imidazol-5-yl]methanamine,2,2,C9H11N3O,84109773,176,177.203,13,AKOS023879773,67.8,OLRMWUJTRAVFNG-UHFFFAOYSA-N,3,0
"1-(1H-imidazo[4,5-b]pyridin-6-yl)propan-2-ol",2,2,C9H11N3O,83675014,176,177.203,13,AKOS023406334,61.8,LKSYKCZLHDPUST-UHFFFAOYSA-N,3,0
2-(3H-benzimidazol-5-yloxy)ethanamine,3,2,C9H11N3O,82490591,165,177.203,13,ZINC82587848,63.9,WWZCVRKRGWAPBS-UHFFFAOYSA-N,3,0.8
2-amino-2-(1H-benzimidazol-4-yl)ethanol,2,3,C9H11N3O,82599447,176,177.203,13,AKOS022910067,74.9,LFZNHMFDGUHQTL-UHFFFAOYSA-N,3,0
1-(1H-benzimidazol-4-yl)-N-methoxymethanamine,3,2,C9H11N3O,82599459,165,177.203,13,ZINC75067722,49.9,YRIFCVSINJYUCG-UHFFFAOYSA-N,3,0
1-(3H-benzimidazol-5-yl)-N-methoxymethanamine,3,2,C9H11N3O,82599460,165,177.203,13,AKOS022910088,49.9,BBBVMRXJMNIBFZ-UHFFFAOYSA-N,3,0
"5-propyl-1,4-dihydroimidazo[4,5-b]pyridin-7-one",2,2,C9H11N3O,59939497,249,177.203,13,,57.8,QFIYHKXTSPYSIR-UHFFFAOYSA-N,3,0.001
acetamide;1H-benzimidazole,0,2,C9H11N3O,67752713,136,177.203,13,SCHEMBL9028632,71.8,LRMIRKMOFFPCHV-UHFFFAOYSA-N,2,
5-pentanoyl-1H-imidazole-4-carbonitrile,4,1,C9H11N3O,10352233,230,177.203,13,,69.5,OZDLGOJHSZBCFP-UHFFFAOYSA-N,3,0.001
1-(1H-benzimidazol-4-yloxy)ethanamine,2,2,C9H11N3O,67599361,176,177.203,13,SCHEMBL8486068,63.9,SVWHDHWKCRRCIH-UHFFFAOYSA-N,3,0.001
1-(furan-2-yl)-N-(1H-imidazol-5-ylmethyl)methanamine,4,2,C9H11N3O,62762792,154,177.203,13,ZINC54762815,53.8,XWHXCSBQYUCSNA-UHFFFAOYSA-N,3,0
"7-propoxy-1H-imidazo[4,5-b]pyridine",3,1,C9H11N3O,70421231,165,177.203,13,SCHEMBL10695889,50.8,ZKXURUWUWKKIIW-UHFFFAOYSA-N,3,0.001
1-(furan-3-yl)-N-(1H-imidazol-5-ylmethyl)methanamine,4,2,C9H11N3O,63001148,154,177.203,13,AKOS012299765,53.8,OFDPUQINJBZGAI-UHFFFAOYSA-N,3,0
2-amino-2-(3H-benzimidazol-5-yl)ethanol,2,3,C9H11N3O,70374087,176,177.203,13,SCHEMBL10467265,74.9,OVLPYIBXAUBGJW-UHFFFAOYSA-N,3,0
N-[1-(1H-imidazol-5-yl)but-3-yn-2-yl]acetamide,3,2,C9H11N3O,88807058,230,177.203,13,SCHEMBL11614133,57.8,VEJYGYOUJYVPSK-UHFFFAOYSA-N,2,0
"(3Z,5Z)-6-amino-6-(1H-imidazol-5-yl)hexa-1,3,5-trien-2-ol",3,3,C9H11N3O,88947571,245,177.203,13,SCHEMBL12676833,74.9,IVAIKNXTPHDDJD-BGRWSDHPSA-N,3,0
N-[2-(1H-imidazol-5-yl)ethyl]furan-2-amine,4,2,C9H11N3O,91448366,154,177.203,13,,53.8,ZTFSYGLXSIBDTE-UHFFFAOYSA-N,3,0.001
"2-(1H-imidazo[4,5-b]pyridin-7-yl)propan-2-ol",1,2,C9H11N3O,84656004,195,177.203,13,AKOS024057902,61.8,AZKSTVFYYIVSIJ-UHFFFAOYSA-N,3,0
2-amino-1-(3H-benzimidazol-5-yl)ethanol,2,3,C9H11N3O,20340045,176,177.203,13,SCHEMBL10467017,74.9,UNDGAKPWUFDSGV-UHFFFAOYSA-N,3,0
2-(3H-benzimidazol-5-ylamino)ethanol,3,3,C9H11N3O,45078157,165,177.203,13,CTK8G5649,60.9,MGYQMUWTNAJJCM-UHFFFAOYSA-N,3,1.1
(1R)-2-amino-1-(3H-benzimidazol-5-yl)ethanol,2,3,C9H11N3O,22802700,176,177.203,13,ZINC60024592,74.9,UNDGAKPWUFDSGV-VIFPVBQESA-N,3,0
2-(1H-benzimidazol-4-yloxy)ethanamine,3,2,C9H11N3O,53968699,165,177.203,13,SCHEMBL8486072,63.9,JQCBXJAXQUHURR-UHFFFAOYSA-N,3,0
"3,4,5,8,9,9a-hexahydroimidazo[4,5-g]indolizin-7-one",0,1,C9H11N3O,15851183,243,177.203,13,CTK0A1389,49,JSYOMXUUMNHGJO-UHFFFAOYSA-N,2,0
6-ethoxy-1H-benzimidazol-4-amine,2,2,C9H11N3O,76851548,176,177.203,13,6-Ethoxy-1H-benzimidazol-4-amine,63.9,MIEWMONKXVGARB-UHFFFAOYSA-N,3,0.001
"N,N,3-trimethylpurin-6-amine",1,0,C8H11N5,590652,183,177.206,13,AC1LBXEI,46.8,OQICKHBIWLPDCP-UHFFFAOYSA-N,4,0
N-propyl-7H-purin-6-amine,3,2,C8H11N5,2155040,163,177.206,13,F0578-0044,66.5,CIAUYDNALIJKPK-UHFFFAOYSA-N,4,1.5
N-propan-2-yl-7H-purin-6-amine,2,2,C8H11N5,907882,172,177.206,13,N-(propan-2-yl)-9H-purin-6-amine,66.5,PEBFHJTVTOEWIX-UHFFFAOYSA-N,4,1.4
"N-propyl-1H-imidazo[4,5-d]pyridazin-4-amine",3,2,C8H11N5,5385873,163,177.206,13,NSC519738,66.5,NECRCTNDLAKDGP-UHFFFAOYSA-N,4,0
3-propylpurin-6-amine,2,1,C8H11N5,157344,174,177.206,13,3-Propyladenine,69.6,JLXQFMRFJJEIIQ-UHFFFAOYSA-N,4,0
N-methyl-2-(7H-purin-6-yl)ethanamine,3,2,C8H11N5,16094106,163,177.206,13,"9H-PURINE-6-ETHANAMINE,N-METHYL-",66.5,BYDZIFAKSCCULJ-UHFFFAOYSA-N,4,0
"1H-[1,3]thiazolo[2,3-f]purin-6-ium",0,1,C7H5N4S+,3477521,188,177.206,12,AC1MQJ0X,73.9,FDPRKOLRSFBIHA-UHFFFAOYSA-O,3,0.002
"N,N-dimethyl-1-(7H-purin-6-yl)methanamine",2,1,C8H11N5,89876944,172,177.206,13,SCHEMBL15354464,57.7,DTBWGGUKJPXQAM-UHFFFAOYSA-N,4,0
"5,6,7,9-tetrahydro-1H-pyrrolo[1,2-a]purin-9-amine",0,2,C8H11N5,92029912,251,177.206,13,PL034467,70.3,KVHAYMPKKDTZPC-UHFFFAOYSA-N,3,
"N,N,1-trimethylpurin-6-amine",1,0,C8H11N5,71360341,183,177.206,13,"1H-Purin-6-amine, N,N,1-trimethyl-",46.8,UFENMQFNAASKDS-UHFFFAOYSA-N,4,0
1-propan-2-ylpurin-6-amine,1,1,C8H11N5,91618262,183,177.206,13,1-isopropyl-1H-purin-6-ylamine,69.6,CTWIFYSYJZBNRL-UHFFFAOYSA-N,4,0
1-propylpurin-2-amine,2,1,C8H11N5,90022136,174,177.206,13,SCHEMBL15544686,69.6,XJUJMRQNZPVVMS-UHFFFAOYSA-N,4,0
1-propylpurin-6-amine,2,1,C8H11N5,71356822,174,177.206,13,"1H-Purin-6-amine, 1-propyl-",69.6,KHTDDMONVROWNZ-UHFFFAOYSA-N,4,0
N-(7H-purin-6-ylmethyl)ethanamine,3,2,C8H11N5,58158197,163,177.206,13,SCHEMBL5019517,66.5,NYJNAWQXJDNNDP-UHFFFAOYSA-N,4,0
(1S)-2-(1H-imidazol-5-yl)-1-(1H-pyrazol-5-yl)ethanamine,3,3,C8H11N5,96629895,163,177.206,13,ZINC82398325,83.4,CGAMASJXEITCHF-ZETCQYMHSA-N,3,0
N-ethyl-2-methyl-7H-purin-6-amine,2,2,C8H11N5,70178244,174,177.206,13,,66.5,IHBPDNNDNSNCOE-UHFFFAOYSA-N,4,0.001
2-propyl-7H-purin-6-amine,2,2,C8H11N5,10511508,174,177.206,13,"1H-Purin-6-amine,2-propyl-",80.5,USCCECGPGBGFOM-UHFFFAOYSA-N,4,0
N-[(5-methyl-1H-imidazol-4-yl)methyl]-1H-pyrazol-4-amine,3,3,C8H11N5,62748699,163,177.206,13,ZINC54794593,69.4,HMFDWEXKDCVNIZ-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-1-methylpyrazol-3-amine,3,2,C8H11N5,62763375,163,177.206,13,ZINC54764981,58.5,RSMVDORGMHCEME-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-1-(1H-pyrazol-5-yl)methanamine,4,3,C8H11N5,62763565,152,177.206,13,ZINC54765187,69.4,YVWDVCFIIUJICR-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-1-methylimidazol-2-amine,3,2,C8H11N5,65677835,163,177.206,13,AKOS015017404,58.5,CHJLUILCDYXOJS-UHFFFAOYSA-N,3,0
"N,N,6-trimethyl-7H-purin-2-amine",1,1,C8H11N5,5934708,183,177.206,13,"N,N,6-trimethyl-7H-purin-2-amine",57.7,FHBZQPWWOXVTGH-UHFFFAOYSA-N,4,1
N-(1H-imidazol-5-ylmethyl)-1-(1H-pyrazol-4-yl)methanamine,4,3,C8H11N5,62763917,152,177.206,13,ZINC54765115,69.4,WKEQRFQZGBUHGQ-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-1-methylpyrazol-4-amine,3,2,C8H11N5,62763712,163,177.206,13,ZINC54764075,58.5,RGNRDXIAASHYNW-UHFFFAOYSA-N,3,0
1-(1H-imidazol-5-yl)-N-(1H-imidazol-2-ylmethyl)methanamine,4,3,C8H11N5,64531410,152,177.206,13,AKOS013856207,69.4,AHWDLIJKDBKHBQ-UHFFFAOYSA-N,3,0
6-ethyl-N-methyl-7H-purin-2-amine,2,2,C8H11N5,19434743,174,177.206,13,6-Ethyl(methyl)aminopurine,66.5,VQUPDMQJANZCEQ-UHFFFAOYSA-N,4,0.001
3-propylpurin-2-amine,2,1,C8H11N5,18473584,174,177.206,13,,69.6,FDWIZHFPYJZWHH-UHFFFAOYSA-N,4,0
trimethyl(purin-9-id-6-yl)azanium,1,0,C8H11N5,21144219,188,177.206,13,Alpurine,39.7,XOWCNIATQMMHBQ-UHFFFAOYSA-N,4,0
6-propyl-7H-purin-2-amine,2,2,C8H11N5,91436667,174,177.206,13,,80.5,BQDONOGDQJSKDD-UHFFFAOYSA-N,4,0
2-propan-2-yl-7H-purin-6-amine,1,2,C8H11N5,20357459,183,177.206,13,SCHEMBL542009,80.5,SHQCUHPYJOVWMB-UHFFFAOYSA-N,4,0
1-(1H-imidazol-5-yl)-N-(1H-imidazol-5-ylmethyl)methanamine,4,3,C8H11N5,45120914,136,177.206,13,AKOS015018607,69.4,JDWDJRJTJOCSFZ-UHFFFAOYSA-N,3,0
N-propyl-7H-purin-2-amine,3,2,C8H11N5,22671113,163,177.206,13,Propylamino-9H-purine,66.5,QIKQVANSLKJBMJ-UHFFFAOYSA-N,4,0.001
3-(7H-purin-6-yl)propan-1-amine,3,2,C8H11N5,45120927,163,177.206,13,1H-PURINE-6-PROPANAMINE,80.5,GEYGWGUNZLBOHC-UHFFFAOYSA-N,4,0
N-ethyl-N-methyl-7H-purin-6-amine,2,1,C8H11N5,54104913,174,177.206,13,SCHEMBL9096944,57.7,NDBGZHZXRNAEOV-UHFFFAOYSA-N,4,1.1
3-propan-2-ylpurin-6-amine,1,1,C8H11N5,12814949,183,177.206,13,AKOS022639681,69.6,UTCIBQUBEWLKRG-UHFFFAOYSA-N,4,0
6-propan-2-yl-7H-purin-2-amine,1,2,C8H11N5,15162786,183,177.206,13,SCHEMBL9850318,80.5,XIRFHGDDPDEHBL-UHFFFAOYSA-N,4,0
3-(1H-imidazol-5-yl)prop-2-enoic acid;potassium,2,2,C6H6KN2O2,91986612,156,177.222,11,HE119356,66,KJJADYRVHMIVFC-UHFFFAOYSA-N,3,
"4-[(E)-2-(1H-imidazol-5-yl)ethenyl]-1,2-thiazole",2,1,C8H7N3S,67416183,172,177.226,12,SCHEMBL2458266,69.8,SDMAGFDKWYQPAE-OWOJBTEDSA-N,3,0.001
"4-[2-(1H-imidazol-5-yl)ethenyl]-1,2-thiazole",2,1,C8H7N3S,67416184,172,177.226,12,,69.8,SDMAGFDKWYQPAE-UHFFFAOYSA-N,3,0.001
3H-benzimidazole-5-carbothioamide,1,2,C8H7N3S,82490593,195,177.226,12,Benzimidazole-6-thiocarboxamide,86.8,SWADWMCPVIOXDO-UHFFFAOYSA-N,2,1.3
"3,6-dihydro-2H-imidazo[4,5-g][1,3]benzothiazole",0,2,C8H7N3S,70389386,187,177.226,12,SCHEMBL10535983,66,GJKMGBBFFJQKLO-UHFFFAOYSA-N,3,0.001
"6-tert-butyl-5,7-dideuterio-1H-imidazo[4,5-b]pyridine",1,1,C10H13N3,90306423,185,177.242,13,SCHEMBL15907663,41.6,FGZCZKRLBCEGEP-KFRNQKGQSA-N,2,0.002
(3E)-3-(1H-imidazol-5-ylmethylidene)-1-methylpiperidine,1,1,C10H15N3,44211095,200,177.246,13,L009045,31.9,HAMNUQHCRSKWAH-WEVVVXLNSA-N,2,0
N-[(E)-3-(1H-imidazol-5-yl)-2-methylbut-1-enyl]ethanimine,3,1,C10H15N3,89208592,208,177.246,13,SCHEMBL13955985,41,NXENFUAHTIBILQ-LGPZOCCUSA-N,2,0.001
3-(5-methyl-1H-imidazol-4-yl)bicyclo[3.1.0]hexan-3-amine,1,2,C10H15N3,82410299,218,177.246,13,AKOS022708545,54.7,MHNCEVQTIUWGPD-UHFFFAOYSA-N,2,0
4-(1H-imidazol-5-ylmethylidene)-1-methylpiperidine,1,1,C10H15N3,11336692,190,177.246,13,SCHEMBL6341827,31.9,QLBRKVWXZLTJGJ-UHFFFAOYSA-N,2,0
"4-cyclobutyl-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",1,2,C10H15N3,83635993,191,177.246,13,AKOS023363053,40.7,MDUDLXRHPZXMAQ-UHFFFAOYSA-N,2,0
5-(4-methylpentyl)-1H-imidazole-4-carbonitrile,4,1,C10H15N3,84109812,192,177.246,13,AKOS023879821,52.5,XWECCOWTCYASMV-UHFFFAOYSA-N,2,0.002
4-[1-(1H-imidazol-5-yl)ethenyl]piperidine,2,2,C10H15N3,11275349,185,177.246,13,769118-15-2,40.7,SHLFGPWXEGNEBK-UHFFFAOYSA-N,2,0.001
"spiro[1,5,6,7-tetrahydroimidazo[4,5-c]pyridine-4,1'-cyclopentane]",0,2,C10H15N3,56698032,198,177.246,13,MolPort-019-787-374,40.7,XYFXXAISRRUKQS-UHFFFAOYSA-N,2,0
5-methyl-4-[(3-methylpyrrolidin-1-yl)methyl]-1H-imidazole,2,1,C10H15N3,59694563,172,177.246,13,,31.9,OJWUCNRFDVWOKH-UHFFFAOYSA-N,2,0.001
"5-[3-(2,5-dihydropyrrol-1-yl)propyl]-1H-imidazole",4,1,C10H15N3,10176358,171,177.246,13,SCHEMBL7254201,31.9,FBFLKSDTDKIJPT-UHFFFAOYSA-N,2,0.001
N-(1H-imidazol-5-ylmethyl)cyclohex-3-en-1-amine,3,2,C10H15N3,64465411,179,177.246,13,AKOS013789233,40.7,OQSOOMVEMGPPLJ-UHFFFAOYSA-N,2,0.001
2-methyl-N-[(5-methyl-1H-imidazol-4-yl)methyl]but-3-yn-2-amine,4,2,C10H15N3,63998080,214,177.246,13,AKOS013314330,40.7,YSXDESNOKOGMBX-UHFFFAOYSA-N,2,0
"5,6-dimethyl-1H-benzimidazol-3-ium;ethane",0,2,C11H17N2+,45146183,131,177.266,13,ANBA00518,29.9,WZNOYDWIWJBJLB-UHFFFAOYSA-O,0,
methyl 4-amino-1H-imidazole-5-carboxylate;hydrochloride,2,3,C5H8ClN3O2,6431963,139,177.588,11,Methyl 5-amino-1H-imidazole-4-carboxylate hydrochloride,81,UKCFJLABBRWGEP-UHFFFAOYSA-N,4,
6-chloro-1H-benzimidazole-5-carbonitrile,0,1,C8H4ClN3,18408150,222,177.59,12,SCHEMBL5149082,52.5,VCZHHSJFDXKHSK-UHFFFAOYSA-N,2,0.001
7-chloro-3H-benzimidazole-5-carbonitrile,0,1,C8H4ClN3,86810529,222,177.59,12,MolPort-030-084-513,52.5,XDBAUPGJYPQTAW-UHFFFAOYSA-N,2,0.001
4-hydrazinyl-1H-imidazole-5-carboxamide;hydrochloride,2,5,C4H8ClN5O,12802224,138,177.592,11,HE207740,110,XEXSTOCTSGPXJJ-UHFFFAOYSA-N,4,
2-amino-3-(1H-imidazol-5-yl)propan-1-ol;hydrochloride,3,4,C6H12ClN3O,356204,99,177.631,11,ST51006928,74.9,IQIDPEXUQGHICQ-UHFFFAOYSA-N,3,
(2S)-2-amino-3-(1H-imidazol-5-yl)propan-1-ol;hydrochloride,3,4,C6H12ClN3O,71774809,99,177.631,11,FT-0627843,74.9,IQIDPEXUQGHICQ-JEDNCBNOSA-N,3,
N-(1H-imidazol-5-yl)ethanethioamide;hydrochloride,1,3,C5H8ClN3S,88157713,115,177.655,10,SCHEMBL7540285,72.8,LGGLMWYTLRUBDA-UHFFFAOYSA-N,2,
2-(1H-imidazol-5-yl)ethanethioamide;hydrochloride,2,3,C5H8ClN3S,86749928,115,177.655,10,SCHEMBL6989690,86.8,YYLZAHHMVLVXFB-UHFFFAOYSA-N,2,
[hydroxy(1H-imidazol-5-yl)methyl]phosphonic acid,2,4,C4H7N2O4P,101483460,144,178.083,11,Hydroxy(1H-imidazole-5-yl)methylphosphonic acid,112,LFGHEPPJGORQKO-UHFFFAOYSA-N,5,-0.002
hydroperoxy(1H-imidazol-5-ylmethyl)phosphinic acid,3,3,C4H7N2O4P,57317478,176,178.083,11,,95.4,SCSRATXUSNFFMI-UHFFFAOYSA-N,5,-0.001
"(2,6-dioxo-3,7-dihydropurin-1-yl)aluminum",0,2,C5H3AlN4O2,67882095,246,178.084,12,SCHEMBL9574927,78.1,PHFQPBPOUCDRKS-UHFFFAOYSA-M,3,
"7-nitroimidazo[4,5-c]pyridin-1-id-4-olate",0,0,C6H2N4O3-2,51443416,218,178.105,13,ZINC08740049,95.7,OWDKOENHQRDIBW-UHFFFAOYSA-M,6,0
5-hydroxy-1H-benzimidazole-4-carboxylic acid,1,3,C8H6N2O3,97033556,221,178.144,13,MolPort-028-915-500,86.2,ARPZAVQSNDQBBK-UHFFFAOYSA-N,4,0.001
4-hydroxy-1H-benzimidazole-5-carboxylic acid,1,3,C8H6N2O3,11846680,221,178.144,13,ZINC36473941,86.2,PDRMRPDNWSXXPT-UHFFFAOYSA-N,4,0.001
sodium;(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,3,3,C6H9N3NaO2+,91979462,151,178.144,12,SODIUM L-HISTIDINE,92,UHPNKBYGGMJTIM-JEDNCBNOSA-N,4,
(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid;sodium,3,3,C6H9N3NaO2,69633259,151,178.144,12,SCHEMBL6005501,92,VUVCAUIPBYVMAZ-JEDNCBNOSA-N,4,
